LAT,LON,FATALITIES,INJURY_COLLISIONS,TOTAL_COLLISIONS,AUTOMOBILE,MOTORCYCLE,PASSENGER,BICYCLE,PEDESTRIAN,DANGER_SCORE,WARD_NUM,ROW_ID,WARD_SOURCE
43.59933868304817,-79.54761317456283,0,0,3,2,1,0,0,0,3,3,163,auto
43.59943485730748,-79.50225436044244,0,1,3,3,0,0,1,0,8,3,164,auto
43.59950488677188,-79.52350169643103,0,0,3,3,0,0,0,0,3,3,165,auto
43.59953798402367,-79.55074816972648,0,0,3,3,0,0,0,0,3,3,166,auto
43.59954932056221,-79.5107628766612,0,2,3,3,0,0,1,0,13,3,167,auto
43.59957992106094,-79.51060137636024,0,1,5,5,0,1,1,0,10,3,168,auto
43.5995898818801,-79.52702319791335,0,1,1,1,0,0,0,0,6,3,169,auto
43.599699262101,-79.50113275802298,0,1,5,5,0,0,0,0,10,3,170,auto
43.599771388910405,-79.52238239425054,0,2,7,7,0,0,0,1,17,3,171,auto
43.59978432376332,-79.50970427467604,0,1,13,13,0,4,0,0,18,3,172,auto
43.59983447970007,-79.53306999541157,0,1,18,17,0,0,0,2,23,3,173,auto
43.599863982288,-79.52586819733887,1,0,3,3,0,0,0,1,23,3,174,auto
43.599916090153634,-79.52172379303806,0,0,1,1,0,0,0,0,1,3,175,auto
43.59993586699448,-79.49999965559905,0,0,1,1,0,0,0,0,1,3,176,auto
43.59997699102048,-79.52127269230427,1,0,5,5,0,0,0,0,25,3,177,auto
43.60001282704165,-79.50862107267997,0,6,30,29,0,1,1,2,60,3,178,auto
43.600023284397366,-79.55292066757606,0,1,3,3,0,0,0,0,8,3,179,auto
43.60005538359513,-79.54446307256026,0,4,27,26,0,1,1,0,47,3,180,auto
43.60011608050908,-79.53186139387563,0,0,10,10,0,1,0,0,10,3,181,auto
43.60017148496163,-79.54797006562187,0,0,8,8,0,0,0,0,8,3,182,auto
43.60021679337074,-79.52017048986798,0,0,2,2,0,0,0,0,2,3,183,auto
43.60023398515269,-79.55183966410982,0,1,2,2,0,0,1,0,7,3,184,auto
43.600243273662336,-79.49875655317356,0,0,2,2,0,0,0,0,2,3,185,auto
43.60026423155584,-79.5076073702614,0,8,34,33,2,3,1,0,74,3,186,auto
43.600394585661874,-79.55111986164904,0,0,1,1,0,0,0,0,1,3,187,auto
43.60042811891873,-79.51112677588311,0,1,2,2,0,0,0,0,7,3,188,auto
43.60045859567861,-79.51907778756018,0,1,12,12,0,1,0,0,17,3,189,auto
43.60052263722452,-79.50642956745304,0,7,37,34,1,2,1,3,72,3,190,auto
43.60067448313514,-79.5262341923777,0,0,6,6,0,0,0,0,6,3,191,auto
43.60067938873378,-79.52276889072769,0,0,17,17,0,0,0,0,17,3,192,auto
43.60069459785787,-79.51801758549793,0,22,76,76,0,12,3,7,186,3,193,auto
43.60070158642557,-79.54975215773817,0,0,1,1,0,0,0,0,1,3,194,auto
43.600779842837305,-79.50526356471832,0,22,124,124,2,8,4,6,234,3,195,auto
43.60086618540745,-79.54484846351922,0,2,19,19,0,1,0,2,29,3,196,auto
43.60091479979224,-79.51705208376009,0,0,10,10,1,0,0,0,10,3,197,auto
43.600948418628285,-79.51129857493493,0,0,2,2,0,0,0,0,2,3,198,auto
43.60096932754188,-79.50865857079206,0,0,1,1,0,0,0,0,1,3,199,auto
43.601017686601566,-79.54833575684528,0,0,8,8,0,1,0,0,8,3,200,auto
43.60102684820625,-79.50414836214595,1,7,23,22,2,5,3,1,78,3,201,auto
43.60111627846106,-79.49795105074635,0,0,4,4,0,0,0,0,4,3,202,auto
43.601121330416895,-79.50797386929712,0,1,2,2,0,0,0,0,7,3,203,auto
43.60112920252791,-79.51609358185219,0,1,8,8,0,0,1,0,13,3,204,auto
43.60114948558096,-79.52419388959603,0,0,5,5,0,0,0,0,5,3,205,auto
43.60127145363289,-79.5030204595974,0,8,34,33,0,3,3,3,74,3,206,auto
43.60136690634947,-79.51499057949773,0,3,9,9,0,1,0,0,24,3,207,auto
43.60136822447631,-79.50964037145407,0,0,1,1,0,0,0,0,1,3,208,auto
43.60142258741543,-79.5517210525351,0,0,2,2,0,0,0,0,2,3,209,auto
43.60143478694454,-79.54647185538599,0,1,6,6,0,0,0,0,11,3,210,auto
43.60152465912725,-79.5018792570552,0,4,33,32,1,1,0,3,53,3,211,auto
43.6015295271124,-79.50889296999746,0,0,3,3,0,0,0,0,3,3,212,auto
43.60160101008405,-79.51391887726194,0,0,4,4,0,0,1,0,4,3,213,auto
43.6016825297574,-79.50819536860408,0,2,13,13,0,1,0,2,23,3,214,auto
43.60169938721523,-79.5452319543753,0,22,154,153,1,10,1,4,264,3,215,auto
43.60173632429313,-79.50976067083558,0,0,6,6,0,0,0,0,6,3,216,auto
43.60177256451597,-79.50075995460726,0,5,45,44,2,3,1,0,70,3,217,auto
43.60182518791986,-79.55390085093721,0,0,1,1,0,0,1,0,1,3,218,auto
43.6018314137528,-79.51287187513154,0,1,4,4,0,1,1,0,9,3,219,auto
43.60186118601485,-79.52444498569902,0,0,1,1,0,0,0,0,1,3,220,auto
43.60195268753159,-79.54409005322736,0,1,6,6,0,1,0,0,11,3,221,auto
43.602018170148106,-79.49963405228702,1,4,18,18,0,2,0,3,58,3,222,auto
43.60204887089285,-79.49949605202785,0,1,14,13,1,0,0,1,19,3,223,auto
43.60207158485507,-79.53409357203951,0,0,5,5,0,0,0,0,5,3,224,auto
